pdv;premise;categoria_pdv;zipcode
6067535928469446805;Off Premise;Package/Liquor;80807
5428708248500400574;Off Premise;Convenience;30104
6431260406218782735;Off Premise;Drug;30513
1868169885215474437;On Premise;Restaurant;80113
1371526858196490091;On Premise;Restaurant;30022
9204655830150098765;On Premise;Mexican Rest;30153
8420115974622467937;Off Premise;Package/Liquor;31069
6966761245415373039;On Premise;Bar;80205
2952392469150287742;On Premise;Restaurant;80126
956935359222682648;Off Premise;Package/Liquor;81133
1375351346871738677;Off Premise;Convenience;30721
8516626014421771168;Off Premise;Package/Liquor;80015
2543819647612810172;On Premise;Restaurant;80424
2622038463804093223;Off Premise;Package/Liquor;30066
9005694729567658397;Off Premise;Package/Liquor;31021
3837069453215834333;On Premise;Restaurant;80206
5600322300715598603;On Premise;Stadium/Concession;80033
4860140482120580426;On Premise;Bar;80227
1543893110538835639;On Premise;Bar;81501
6758856225755840464;On Premise;Restaurant;30068
8748352933582093210;On Premise;Sports/Rec Club;80466
1559287303944556131;Off Premise;Convenience;80123
4279700877043999269;On Premise;Restaurant;80906
950123995351394489;Off Premise;Convenience;80920
5320421526722846111;On Premise;Bar;80911
2483523632349153871;Off Premise;Convenience;30079
4036271405083937454;Off Premise;Convenience;30021
1229673522049153891;On Premise;Italian;30005
6591593835227165136;On Premise;Bar;30030
807005427485054537;On Premise;Restaurant;30024
6494493587601587167;Off Premise;Package/Liquor;30127
6852085029506015458;On Premise;Hotel/Motel;80027
2957707029501802639;Off Premise;Package/Liquor;30165
3777722170993210295;On Premise;Restaurant;30342
8382326197887632813;Off Premise;Grocery;81005
4410498100448813202;Off Premise;Convenience;81052
8395692581130419540;Off Premise;Package/Liquor;80642
7029246936384478450;Off Premise;Grocery;81050
1837535563480575445;On Premise;Bar;81657
3762161725874259154;On Premise;Hotel/Motel;80443
2162380858685372389;On Premise;Italian;30097
2837131774217025468;On Premise;Mexican Rest;80137
2078174147490973929;Off Premise;Grocery;80211
1200681683783497720;Off Premise;Package/Liquor;80512
3998524361832033468;Off Premise;Convenience;30114
96434177749308740;On Premise;Sports/Rec Club;80427
5766750664246839613;On Premise;Barbeque;30024
7289842784727082477;On Premise;Service Org;80013
8337840889287300445;Off Premise;Grocery;80439
4417381976880091127;Off Premise;Convenience;30013
1248875243473695146;On Premise;Bar;30022
8923289675905693195;Off Premise;Sub Distributor;30071
6256556023626431884;Off Premise;Convenience;80214
1806423811215094925;On Premise;Restaurant;30084
3733670235005378397;On Premise;Mexican Rest;30093
4541038991877908894;On Premise;Restaurant;81657
1466274447444666145;On Premise;Bar;80205
8314398212563355954;On Premise;Mexican Rest;30139
206738512209451148;On Premise;Restaurant;80211
2843948248540053256;Off Premise;Convenience;30013
807846273311217813;On Premise;Italian;30022
2953252159354535307;Off Premise;Package/Liquor;80907
7483790583994835048;On Premise;Bar;80401
6652651222667566690;Off Premise;Package/Liquor;80224
6972876080021652287;Off Premise;Package/Liquor;81101
5046419373711603805;Off Premise;Convenience;30741
84521401683660265;Off Premise;Package/Liquor;80435
7088437517509660801;Off Premise;Convenience;30076
5451804536466531831;On Premise;Asian;30096
5345528251761947969;On Premise;Barbeque;80238
3803743888619508017;Off Premise;Drug;30115
4942348854884272775;Off Premise;Package/Liquor;80033
6976531634388578649;On Premise;Special Event;81004
6682020289953886094;Off Premise;Convenience;30705
5735714435455298677;On Premise;Mexican Rest;30188
3411716075802588621;On Premise;Theatre;80525
8669913199737746936;Off Premise;Convenience;30083
5033566824303835176;On Premise;Hotel/Motel;81657
5044679513409371952;Off Premise;Convenience;30341
8353474455451379534;On Premise;Music Venue;80113
5684332102271470899;On Premise;Golf - Public;80026
6330737023298125116;On Premise;Bar;80904
806485401242243256;On Premise;Bar;30161
2624670813512230058;Off Premise;Package/Liquor;30360
4270033774881794665;On Premise;Bar;30046
6487321334771814525;Off Premise;Drug;30092
7034054359332309817;Off Premise;Convenience;80111
1823127464839666639;On Premise;Bar;80218
1207666723370056945;On Premise;Hotel/Motel;80031
3734094958273646295;On Premise;Restaurant;30518
4012810368728316586;Off Premise;Convenience;30728
3355455452622512268;Off Premise;Package/Liquor;81620
171457429779065764;Off Premise;Convenience;30147
6666992847807365724;On Premise;Restaurant;30329
4504966082695917356;On Premise;Restaurant;80014
4665244938672295690;Off Premise;Convenience;80537
6886316003752874311;On Premise;Restaurant;80903
2452141702348528277;Off Premise;Convenience;80215
2474720686811670499;On Premise;Bar;80917
4228515231667654608;On Premise;Restaurant;30084
8933836222040835057;On Premise;Billiard/Bowling;30092
535699572943096046;On Premise;Mexican Rest;80203
8949139051400691808;On Premise;Other On Premise;80903
5041684758952729396;Off Premise;Convenience;81133
2503961007095899743;On Premise;Restaurant;30136
7338910679470376646;Off Premise;Convenience;30013
3293581051417619539;On Premise;Mexican Rest;30143
837875208152191623;Off Premise;Convenience;30705
6504455742120040618;On Premise;Bar;80302
6660498768071427111;On Premise;Bar;80014
3872053491312084506;On Premise;Mexican Rest;80212
2445772526017690669;Off Premise;Package/Liquor;80611
3680535100574963434;On Premise;Restaurant;30305
6735211576309975881;On Premise;Restaurant;80123
3032149508906103645;On Premise;Restaurant;30326
1692279089931024062;Off Premise;Package/Liquor;80204
1011586440527210001;On Premise;Mexican Rest;80232
702334077132081165;Off Premise;Package/Liquor;80214
5252508191416162486;On Premise;Bar;30024
3536099532067763326;On Premise;Restaurant;30519
5330416687000703610;On Premise;Restaurant;80021
3884484386511643996;Off Premise;Package/Liquor;80911
1553344893314902868;Off Premise;Convenience;30044
6635798872838090387;On Premise;Golf - Private;30607
7006395490603473401;On Premise;Barbeque;30096
7243782891426886476;On Premise;Irish;80903
4750209032775331062;On Premise;Bar;80205
5362920497367595865;On Premise;Mexican Rest;80215
2040710068561819138;On Premise;Stadium/Concession;80249
1188581846217520211;Off Premise;Convenience;80501
5070815502177405252;On Premise;Bar;30324
359583295554184821;On Premise;Hotel/Motel;80906
5403083404224903743;On Premise;Bar;81235
6002815531564435981;On Premise;Restaurant;80205
1292066407866103699;On Premise;Restaurant;80501
5811071773678826452;On Premise;Restaurant;80111
1371845540077380045;On Premise;Mexican Rest;81650
8207857922782263658;Off Premise;Convenience;80211
2147890957671736141;Off Premise;Grocery;30030
1627952153390333162;Off Premise;Grocery;30058
270019074040432171;Off Premise;Package/Liquor;80223
7411782833687961617;On Premise;Restaurant;81008
6224564048882174391;On Premise;Mexican Rest;30060
1870860275432322673;Off Premise;Package/Liquor;30188
6770072324096248205;On Premise;Restaurant;80021
4315989838295084951;Off Premise;Convenience;80910
1898461638486405356;On Premise;Restaurant;80435
4185796282758062576;On Premise;Restaurant;30004
8616570787300350270;Off Premise;Grocery;31405
8847310650831439312;Off Premise;Package/Liquor;80218
1185617031206669807;Off Premise;Package/Liquor;80920
7963038201913791747;Off Premise;Convenience;81004
6641947574503819580;On Premise;Restaurant;81611
6134909400121633951;Off Premise;Package/Liquor;30721
4420127706110025765;On Premise;Mexican Rest;30044
8449956141252132336;On Premise;Billiard/Bowling;30188
432700264235594399;Off Premise;Package/Liquor;80222
1257873368820015598;Off Premise;Super Center;80015
8645926338231259522;Off Premise;Package/Liquor;80907
8978861357486327981;Off Premise;Convenience;30033
2308802030389164812;Off Premise;Package/Liquor;80601
6340447152723912946;On Premise;Restaurant;80866
3266508836797762409;Off Premise;Grocery;80907
1561589234291308304;Off Premise;Convenience;30047
1295506964507080492;Off Premise;Convenience;30044
4121641826709078351;On Premise;Restaurant;30022
486708403702833457;Off Premise;Convenience;80651
7198581481959129494;On Premise;Restaurant;81657
311488559369550888;Off Premise;Drug;30078
7098292097195524170;On Premise;Mexican Rest;80002
6450504004689531677;On Premise;Bar;80424
2787498896156773012;On Premise;Bar;81611
7577540867579782658;On Premise;Restaurant;80124
4823730433538997902;On Premise;Restaurant;30253
9121629881971275370;Off Premise;Convenience;30161
8279593668085343862;Off Premise;Convenience;30021
2207859261797342148;On Premise;Restaurant;30326
559470021425498729;On Premise;Restaurant;80401
5264209776819074317;On Premise;Marina / Lake;80111
2249036820901871489;On Premise;Sports/Rec Club;80108
1975482573252082470;Off Premise;Package/Liquor;81650
208369787065491356;On Premise;Special Event;30086
4415433687387481418;Off Premise;Convenience;30747
6646825634549557920;On Premise;Restaurant;81121
8054138136302315588;Off Premise;Convenience;30093
2112870139682785121;On Premise;Bar;30022
5036865896263415768;Off Premise;Convenience;80015
6442164388461898213;Off Premise;Convenience;80134
2972235235350061601;Off Premise;Convenience;81089
6512980973973577926;Off Premise;Convenience;30705
613454860232043605;On Premise;Restaurant;80138
6914315606673311069;Off Premise;Package/Liquor;80002
2305517896537537017;On Premise;Bar;30733
5366795233176238582;On Premise;Restaurant;31601
2164250621705704664;Off Premise;Package/Liquor;80018
485421556707845642;On Premise;Other On Premise;80922
3599645871372022006;On Premise;Bar;30125
1412685703981226347;Off Premise;Convenience;80538
1391041330648276996;On Premise;Bar;81612
82254469437352510;On Premise;Restaurant;81401
6019027097887026734;On Premise;Restaurant;81526
6422136938996009511;On Premise;Bar;81005
8524365189030441439;On Premise;Restaurant;80909
5114194917906044881;On Premise;Golf - Private;31605
6821135165048427237;On Premise;Restaurant;30083
7706458004847672640;On Premise;Service Org;80022
7384029821087311420;On Premise;Restaurant;30120
8770576194012490616;On Premise;Restaurant;31201
2280572257601325965;On Premise;Bar;80222
6533382908843835688;Off Premise;Package/Liquor;30165
8196859563358821274;On Premise;Bar;80231
3338163776783845736;Off Premise;Package/Liquor;30546
6111462008693664733;On Premise;Restaurant;80550
517661119147136939;Off Premise;Convenience;80126
7701406578467007414;On Premise;Mexican Rest;30084
7227909566572905062;Off Premise;Convenience;80917
3735716988543269781;On Premise;Italian;31201
6866442454993539017;Off Premise;Convenience;30329
593280090303106045;Off Premise;Convenience;30044
4411136016589196853;Off Premise;Package/Liquor;81212
3156798904006866093;On Premise;Restaurant;81301
3589363242919211525;On Premise;Bar;30030
4581080001472843140;Off Premise;Convenience;80112
1589757625387151634;On Premise;Sample Room;30024
140628772988579301;On Premise;Mexican Rest;80221
7604350261416632378;On Premise;Bar;80209
4616057836401151460;Off Premise;Package/Liquor;80123
3737893089781924430;On Premise;Bar;81007
743693392383200923;On Premise;Restaurant;80302
7158204011788385430;On Premise;Barbeque;80433
9029579339272602895;On Premise;Restaurant;80424
7419345928542769117;Off Premise;All Other N/A Off Premise;30721
8054933280832658795;On Premise;Mexican Rest;30188
3184339787847739443;Off Premise;Grocery;80246
2083499920251767227;Off Premise;Package/Liquor;80033
4605617806800769384;Off Premise;Grocery;80831
6327057151829799037;On Premise;Restaurant;81040
1965679668349796653;Off Premise;Convenience;30084
185185623590070322;On Premise;Bar;80534
1003970330177729211;Off Premise;Convenience;30013
2526440652638833567;On Premise;Restaurant;30117
1905673000913845029;Off Premise;Convenience;30058
6020993103263858389;On Premise;Hotel/Motel;30097
4053310245932589980;On Premise;Hotel/Motel;30309
4831302770843641576;On Premise;Special Event;80903
7019499716942239739;On Premise;Restaurant;30720
8541349204326290812;On Premise;Restaurant;30339
5590632885928325368;Off Premise;Package/Liquor;31210
6476573864678268586;Off Premise;Convenience;30147
5585909473904287389;On Premise;Special Event;80128
7755227653974950199;On Premise;Banquet/Caterer;30039
6529972462103768182;Off Premise;Convenience;30341
7675517118389247123;On Premise;Restaurant;30075
4807181541568473207;On Premise;Other On Premise;81632
7341296392886767176;On Premise;Music Venue;30318
9028722293495030483;On Premise;Restaurant;31901
6954877564991482348;Off Premise;Convenience;30013
180831277103043494;On Premise;Asian;80211
3859826498643278097;Off Premise;Package/Liquor;80209
8733170804465134094;On Premise;Golf - Private;80018
5930662376137758706;On Premise;Restaurant;80401
784319388561336798;Off Premise;Package/Liquor;81435
4533821112917459323;Off Premise;Grocery;81005
119351588758119760;On Premise;Restaurant;31401
1283610031791505508;On Premise;Restaurant;80534
2069474081156217223;Off Premise;Other Off Premise;80216
5335217971899538638;On Premise;Special Event;81321
4836367019089305045;Off Premise;Convenience;31029
4315534171029410087;Off Premise;Package/Liquor;30319
742767260433548452;On Premise;Mexican Rest;30161
8091707515323156159;On Premise;Asian;80525
2451927415319466867;Off Premise;Convenience;30161
7091219965083868477;Off Premise;Grocery;80220
1989373491618372654;On Premise;Stadium/Concession;80903
2524588419614501599;On Premise;Restaurant;80808
8256426339055427103;On Premise;Bar;80921
5160135875716688597;Off Premise;Package/Liquor;80022
4832683064185523828;On Premise;Restaurant;80021
2156796276623993550;On Premise;Billiard/Bowling;80916
7509220468281555742;On Premise;Restaurant;30310
2100686499763790394;On Premise;Other On Premise;80917
1033408561641400708;On Premise;Bar;80014
1101517582782664136;On Premise;Golf - Public;80241
4988799955877429940;Off Premise;Package/Liquor;80003
2171801233803980717;Off Premise;Convenience;81082
6685434865771301049;On Premise;Restaurant;30033
1120631212749101932;Off Premise;Package/Liquor;80016
9127448994589679977;On Premise;Bar;80247
7729790039746714021;On Premise;Irish;80918
5797425530065241645;Off Premise;Convenience;30125
3938036759558688772;On Premise;Restaurant;80904
171155544510096796;On Premise;Bar;30701
5700440314865011343;Off Premise;Convenience;80916
8832610372702346170;Off Premise;Package/Liquor;80303
561602985463833958;On Premise;Restaurant;80226
6065813853999166553;On Premise;Restaurant;80634
9167915875564003039;Off Premise;Grocery;80634
8553753854944206368;On Premise;Restaurant;80134
4731798377893682875;Off Premise;Convenience;80128
3714109235831647621;Off Premise;Package/Liquor;80229
1444529928180222797;Off Premise;Package/Liquor;80817
642579957917654059;On Premise;Special Event;30720
7889034188576694549;Off Premise;Convenience;30046
1231628302392940090;On Premise;Restaurant;80133
7870866481400512181;On Premise;Asian;30519
3476513463087922782;Off Premise;Package/Liquor;30534
3376212264691803879;Off Premise;Convenience;80210
5783216356024716162;Off Premise;Package/Liquor;80026
4424104333305725960;On Premise;Bar;81125
9158322089243036758;On Premise;Bar;81211
3658636370515373001;On Premise;Restaurant;80126
5296357497414561156;On Premise;Special Event;30121
870092851362295295;Off Premise;Convenience;80203
1926341263976030220;Off Premise;Convenience;80602
2904895142980485901;On Premise;Restaurant;80919
9218981268042961510;Off Premise;Convenience;30103
1262700783376447890;Off Premise;Convenience;80224
8058457325466941212;On Premise;Restaurant;80238
3627726253290394937;On Premise;Restaurant;30736
8700058183323811464;Off Premise;Convenience;30721
7883820776585631415;On Premise;Restaurant;30084
8862465273578513478;On Premise;Restaurant;30115
2178914517571618849;On Premise;Golf - Private;30721
5540663093703134774;Off Premise;Grocery;30047
157525483959105997;Off Premise;Package/Liquor;30316
6980792548254631887;On Premise;Restaurant;80107
5088405292660570167;On Premise;Restaurant;80915
5888170230367126459;Off Premise;Convenience;30103
7592233251475951615;Off Premise;Drug;30044
8868479039446220746;On Premise;Service Org;80620
7005664465172144875;On Premise;Restaurant;80550
9203385677173962244;On Premise;Golf - Private;30084
167973334603573428;Off Premise;Convenience;30747
2384208413187912856;Off Premise;Convenience;30071
2187226807937531694;On Premise;Pizza;80602
644339048128774273;On Premise;Bar;30114
184094750425750440;Off Premise;Grocery;80015
7421495613678044484;Off Premise;Package/Liquor;80104
494277411306637328;On Premise;Mexican Rest;81521
4976374891889950521;Off Premise;Convenience;30047
182984963775597101;Off Premise;Convenience;81301
696744437085024841;Off Premise;Super Center;30062
3831088897789713971;Off Premise;Package/Liquor;30542
8171634617456391901;On Premise;Restaurant;30701
7424283905501362703;Off Premise;Bodega;30701
4691562861361793616;Off Premise;Package/Liquor;80301
8611227168092204356;Off Premise;Convenience;30161
4618725962279552183;On Premise;Restaurant;80424
1074229598067264949;On Premise;Mexican Rest;30019
2530787289074050900;Off Premise;Grocery;30909
1308716928251831477;Off Premise;Package/Liquor;81620
1382397443024178333;On Premise;Restaurant;30318
6025872224585921697;On Premise;Bar;80221
4099928465553356057;On Premise;Health Club;81401
8946001341193028461;On Premise;Bar;30329
8430961998932428112;On Premise;Restaurant;31204
5621868658685539120;Off Premise;Grocery;80003
1317094397468971164;Off Premise;Convenience;80908
3511135482596403400;Off Premise;Drug;30039
9053133904294259497;On Premise;Hotel/Motel;80226
6345866946530130891;On Premise;Pizza;80124
6123557567188676868;Off Premise;Convenience;81212
2957148528900673695;Off Premise;Convenience;30046
196603262097877678;Off Premise;Convenience;30137
3368467002192313685;On Premise;Bar;30017
2218215051593562446;Off Premise;Convenience;81321
511400246518147766;On Premise;Other On Premise;80205
7344848183538295867;Off Premise;Package/Liquor;81403
6332446363021131720;On Premise;Restaurant;80863
8560628376963310409;On Premise;Golf - Private;30736
4905916236355222118;Off Premise;Package/Liquor;30062
2324035203333041221;On Premise;Hotel/Motel;81130
3975939443527677494;On Premise;Restaurant;80513
4633014657452559531;Off Premise;Convenience;80107
6401612467861056147;On Premise;Bar;30360
8827515266706522806;Off Premise;Package/Liquor;80216
6393297639970442940;On Premise;Bar;80640
6538593935262608382;On Premise;Hotel/Motel;80249
3424339552310246874;On Premise;Restaurant;81647
4321402764342933230;On Premise;Bar;30338
8891618092535088479;Off Premise;Package/Liquor;80110
3256929401862944696;Off Premise;Convenience;80231
5968042472129473893;Off Premise;Convenience;80110
1095811046371335389;On Premise;Golf - Public;80815
334566744602348340;On Premise;Bar;81101
1808634491281389769;Off Premise;Convenience;30079
1189612203397261938;Off Premise;Convenience;30044
4592281096357113826;Off Premise;Grocery;31904
5593905916876009183;On Premise;French;80202
2037726699424506116;On Premise;Bar;80218
36278399525298497;On Premise;Restaurant;81632
6702170117029228403;Off Premise;Convenience;30046
6095034842117513097;Off Premise;Convenience;30147
4382465877167748079;Off Premise;Convenience;80906
6183097612330795956;On Premise;Restaurant;81211
3393240607063272819;On Premise;Restaurant;81611
5652262779838384774;On Premise;Pizza;80211
7309828591904092434;On Premise;Restaurant;80920
7027529959284158583;On Premise;Restaurant;81055
471185999958235223;Off Premise;Convenience;30032
1662223184307942492;Off Premise;Package/Liquor;80003
194582716169524928;Off Premise;Grocery;80501
5704894068887782129;On Premise;Restaurant;80920
3602290205024417938;Off Premise;Package/Liquor;81323
4692279971736225777;On Premise;Pizza;81601
1088599249932667108;On Premise;Bar;80504
3336473713122602713;Off Premise;Convenience;30708
4794114211313413806;Off Premise;Package/Liquor;80921
5846380440979656171;Off Premise;Package/Liquor;31522
3096598957027856195;On Premise;Restaurant;30002
1094607698636510634;On Premise;Restaurant;30303
3077005266723150136;On Premise;Restaurant;80482
8885476619581874968;On Premise;Bar;81144
1952258432182106956;Off Premise;Convenience;30120
1905768698750659438;Off Premise;Convenience;30161
6205723410736861336;Off Premise;Super Center;80631
16623175572611220;Off Premise;Convenience;80215
6395080306820061360;On Premise;Mexican Rest;81230
9003714668233531200;Off Premise;Convenience;30032
8215857333425485489;On Premise;Bar;80203
6884386285316925566;Off Premise;Package/Liquor;80723
9092299963945798104;On Premise;Other On Premise;81501
5072956753005542537;Off Premise;Convenience;30139
6459665586976879338;Off Premise;Convenience;80205
9035699445705571561;Off Premise;Package/Liquor;80465
7327413779542972322;On Premise;Restaurant;30019
8595386988096519876;On Premise;Golf - Public;80547
588979116501712775;Off Premise;Convenience;80220
5519032655873829990;Off Premise;Grocery;80033
1449043553555101262;On Premise;Stadium/Concession;80020
3518359855905006617;On Premise;Mexican Rest;80501
6103816574434184893;On Premise;Mexican Rest;80452
9180513490811903929;Off Premise;Super Center;80132
1826133453691379178;Off Premise;Convenience;80005
4820116189299269034;Off Premise;Convenience;80444
7859583955850203281;Off Premise;Package/Liquor;80918
8953879699216914728;Off Premise;Grocery;80229
7028451181708348784;On Premise;Other On Premise;81506
6833754709909260526;Off Premise;Convenience;30024
6002485129294444198;On Premise;Restaurant;80011
2359898182378052218;On Premise;Mexican Rest;80020
2299656185780423911;Off Premise;Package/Liquor;80212
1970944669749815707;On Premise;Bar;80909
6149901574612357914;Off Premise;Grocery;80011
5869481852739955253;Off Premise;Convenience;30540
199191863809230041;On Premise;Restaurant;81003
8174204691575012305;On Premise;Bar;80435
5790426148659772094;Off Premise;Package/Liquor;81621
1968798621897720859;On Premise;Restaurant;30308
8141583044035128681;On Premise;Restaurant;80227
7506921221137423367;On Premise;Restaurant;80525
9032407003894464108;On Premise;Special Event;30720
7906618840984291428;On Premise;Golf - Public;80031
2551253372172844576;On Premise;Golf - Private;80231
3468628083099082762;On Premise;Stadium/Concession;80723
3076356841608947112;On Premise;Restaurant;81321
237760325147950120;On Premise;Other On Premise;80206
4497738626187623270;On Premise;Other On Premise;81230
7207690119986574186;On Premise;Hotel/Motel;30022
2444575570860159741;Off Premise;Grocery;80916
4482818599782543317;Off Premise;Convenience;81007
341368586137880356;On Premise;Bar;81625
7762918073086207206;On Premise;Restaurant;80442
8469287355351612680;Off Premise;Convenience;80122
8903265039534609719;Off Premise;Convenience;80033
8526752586025707780;Off Premise;Package/Liquor;80027
1049582397154368821;Off Premise;Package/Liquor;80207
686780607290988303;On Premise;Bar;30017
3267366689265467641;Off Premise;Package/Liquor;80002
5687764806820614173;On Premise;Theme Park;80216
1790679915393991906;Off Premise;Convenience;80909
5569185266293629504;Off Premise;Drug;30114
3055394163135035697;On Premise;Special Event;30097
7949957417132907481;Off Premise;Drug;30518
1794246679511732817;On Premise;Restaurant;31201
2528983274020307167;On Premise;Restaurant;80110
4305341032263220062;On Premise;Golf - Public;81154
6077741492800533696;Off Premise;Convenience;30165
2950773788966980806;Off Premise;Convenience;81073
2583335225395406715;On Premise;Other On Premise;81301
1363309214282676715;On Premise;Bar;80215
4287550015927416489;Off Premise;Convenience;30725
252114622282216243;Off Premise;Grocery;80516
3101982188612228413;On Premise;Restaurant;80521
9102328095797133282;Off Premise;Grocery;30338
966751491517140648;On Premise;Pizza;30707
5150060987045634038;On Premise;Golf - Public;80003
7788160398260291472;On Premise;Restaurant;80123
108820733311305701;On Premise;Bar;80903
6077223937345187363;Off Premise;Convenience;30087
1758066654848408986;On Premise;Other On Premise;80435
6557197238522314094;Off Premise;Package/Liquor;81152
4146881262047202913;On Premise;Restaurant;30308
5410460563573383957;On Premise;Other On Premise;80202
3201959431155712085;Off Premise;Package/Liquor;81401
6555920929852806678;On Premise;Service Org;80203
3765381009154949476;Off Premise;Super Center;80222
4040888858577078989;On Premise;Bar;80203
4549664056147262062;Off Premise;Convenience;30721
6662357933130134639;On Premise;Restaurant;30519
7466157518887446037;On Premise;Restaurant;80903
2272199047918453257;On Premise;Bar;81004
5415092770814990515;Off Premise;Grocery;81101
5206278151007404096;On Premise;Mexican Rest;80134
3426617767389508557;Off Premise;Package/Liquor;80228
595802570713360324;Off Premise;Package/Liquor;80010
3325106298690546004;Off Premise;Package/Liquor;81036
8062874642637000074;On Premise;Golf - Public;81005
1047854534256655917;On Premise;Restaurant;80122
4513731348109975362;On Premise;Restaurant;80111
6558271301241994248;On Premise;Hotel/Motel;80517
7318205263368447587;Off Premise;Package/Liquor;80015
6287114333442802260;On Premise;Bar;80863
669435111710689819;On Premise;Hotel/Motel;81506
7477306739844593419;On Premise;Mexican Rest;80232
8333502996305238524;Off Premise;Convenience;80524
7290647357823819834;On Premise;Mexican Rest;81501
2396624963499092811;On Premise;Restaurant;80104
597946118742428584;On Premise;Barbeque;30045
4877877096664057049;Off Premise;Package/Liquor;80022
5412228813751963645;Off Premise;Package/Liquor;31029
6928153551392510929;Off Premise;Package/Liquor;80205
2401799007554427027;Off Premise;Convenience;30024
2342501510072724685;On Premise;Restaurant;80424
4867524993623560658;Off Premise;Package/Liquor;80128
1192342540676999820;Off Premise;Convenience;30084
7533995413414242765;Off Premise;Convenience;80701
1773558976472491875;Off Premise;Convenience;81321
5736755116835773209;On Premise;Mexican Rest;80631
4159593248357086225;Off Premise;Package/Liquor;30214
120970594811848069;On Premise;Bar;80537
6982314807322167127;On Premise;Pizza;30052
6847079273807592910;On Premise;Restaurant;80424
3623727529465779119;Off Premise;Package/Liquor;81082
2309731568161098863;Off Premise;Grocery;30044
2418624778597895481;Off Premise;Convenience;30143
1764221460655250652;Off Premise;Convenience;30071
4071200050436039193;Off Premise;Super Center;80226
3198774300798902219;On Premise;Restaurant;80124
710834799745965564;Off Premise;Package/Liquor;80303
2483381167077930891;On Premise;Service Org;80104
5667393911478955931;On Premise;Restaurant;81132
7124506582057586495;On Premise;Restaurant;81505
8672297451860519833;Off Premise;Package/Liquor;80525
648801019577444026;On Premise;Restaurant;80212
4943884840867241661;On Premise;Mexican Rest;30045
4471676287310371079;On Premise;Restaurant;80246
703801311780941621;On Premise;Golf - Public;80915
7153101734822830209;Off Premise;Convenience;30121
9045972104814973980;On Premise;Hotel/Motel;30033
7205288469664543515;On Premise;Restaurant;30067
1414030053723312655;On Premise;Restaurant;80124
2345377477731816666;On Premise;Bar;81003
5819666229448482006;Off Premise;Package/Liquor;80011
2710955874772270288;On Premise;Other On Premise;81224
6092039792382202028;On Premise;Restaurant;80634
7871116182780406080;On Premise;Other On Premise;80203
3562071853181347465;On Premise;Restaurant;80017
131370436589784945;On Premise;Restaurant;80202
4884801056275601916;On Premise;Restaurant;81007
1062877812650994332;On Premise;Asian;80222
2887764902633749271;On Premise;Restaurant;30606
7588645713682015182;On Premise;Mexican Rest;30513
2782593067869899900;On Premise;Bar;81656
8848544167772625754;Off Premise;Package/Liquor;30720
2611877727575228123;Off Premise;Package/Liquor;80220
2095463678435734917;Off Premise;Convenience;80911
2371355752750134534;On Premise;Restaurant;81433
9174961544202983517;On Premise;Bar;80904
7382598240413007319;On Premise;Special Event;81004
8026994433259245401;Off Premise;Drug;30322
2200494351368338123;Off Premise;Package/Liquor;30084
5112227815830910412;Off Premise;Convenience;30052
8271320464101396423;On Premise;Bar;80226
6277020048707555355;On Premise;Italian;80111
4428479064958219500;Off Premise;Package/Liquor;30028
6149348140703546695;On Premise;Bar;80022
6280835164351039215;On Premise;Bar;80909
4234667449927431780;On Premise;Bar;80540
6449125695780801920;On Premise;Restaurant;30009
4666942923862384558;On Premise;Restaurant;80634
1483262695587149272;On Premise;Bar;80111
1955609376560454051;On Premise;Asian;30189
5302347557954090124;Off Premise;Grocery;80021
2794665887661219191;On Premise;Bar;80459
8616802775067286299;Off Premise;Package/Liquor;80915
1558048550124448157;On Premise;Pizza;30078
4551598915743875891;On Premise;Restaurant;80907
7354830386214997488;On Premise;Restaurant;81004
1586380926613444538;On Premise;Restaurant;31328
7962137430957167859;On Premise;Restaurant;80545
867829750453790096;On Premise;Restaurant;80424
4037714865686533676;On Premise;Bar;80202
2214764186673028686;Off Premise;Package/Liquor;81601
7607101961860171324;Off Premise;Convenience;30013
1536353460088735404;Off Premise;Package/Liquor;80003
7833101399881496308;On Premise;Restaurant;81003
8496188997063851433;On Premise;Other On Premise;80537
4970964675025347254;On Premise;Mexican Rest;80110
6613278134155561718;Off Premise;Package/Liquor;81226
6486258725453458843;On Premise;Restaurant;80863
6136435344786798909;On Premise;Restaurant;80487
5543657334648177559;Off Premise;Package/Liquor;80026
8043866810233665357;On Premise;Bar;80122
2940190266642127028;On Premise;Restaurant;81073
5837160229184183608;Off Premise;Convenience;30094
1750302973342689287;Off Premise;Package/Liquor;31210
7611107600455611259;On Premise;Italian;80211
3497352043884057101;On Premise;Restaurant;80124
4427999321538224235;On Premise;Restaurant;80129
4297420946068235389;On Premise;Restaurant;81301
5114880179051971757;On Premise;Bar;80229
8620646668723884550;Off Premise;Drug;30120
8092108880415600668;Off Premise;Package/Liquor;80513
4307001887067073751;Off Premise;Convenience;30161
5186575925672630659;On Premise;Irish;80220
2770450520385853870;Off Premise;Convenience;80631
946278622573205856;Off Premise;Convenience;80751
5064218529786421775;Off Premise;Package/Liquor;80120
7387731726059826879;Off Premise;Package/Liquor;81601
2857532871678388748;Off Premise;Convenience;30045
4747379728045066900;Off Premise;Convenience;30707
5364845394370284606;Off Premise;Grocery;80231
4925970322242229800;Off Premise;Convenience;30102
8456615712275790616;Off Premise;Convenience;80211
123824166858361837;Off Premise;Convenience;80918
